cashtag,id,source,spans,Predicted Sentiment Score
$spy,13946775,stocktwits,chart shows distinctive down channel ;$;not a dip,0.5921471118927002
$fb,14898527,stocktwits,churning in high volume;$;lot's of sellers trying to get out,0.6044744849205017
$p,17807004,stocktwits,if u think pandora is the game changer please check spotfy...,-0.2516725957393646
$amrn,9655994,stocktwits,support at 12.50,0.8180776238441467
$stz,719909604654624800,twitter,most bullish stocks on twitter during this dip,0.9769192934036255
$mcp,14374679,stocktwits,it's ok if you short or go long;$;everyone can win when a stock moves around,0.792464017868042
$googl,719520383699824600,twitter,pivotal sees 27% upside for alphabet,0.9633218050003052
$tsla,719572927562297300,twitter,recalls,0.6065575480461121
$ctrp,719559558494969900,twitter,breaking out here on good vol and a parser buy signal,0.9502747058868408
$oasm,719699054645612500,twitter,bottom losses,-0.5492119193077087
$fb,719508490616762400,twitter,$fb +34% vs. +5.7%,0.5115885734558105
$aapl,6132955,stocktwits,"this is too easy, just sell the open every day",0.7877327799797058
$jjsf,719627436447535100,twitter,ended the day down,0.18651945888996124
$inva,719614954500857900,twitter,highest call to put ratio,0.975120484828949
$jnug,30091485,stocktwits,intraday b/o on bull flag;$;$jnug,0.8904279470443726
$goog,10698860,stocktwits,"google, inc. completes acquisition of icoa",0.7007904052734375
$tsla,35960005,stocktwits,i can play the 4/30 announcement sell off,-0.44926533102989197
$amzn,719884293732847600,twitter,"no break out yet, either direction",0.9173177480697632
$sgyp,38651699,stocktwits,go elsewhere,0.6975034475326538
$amrn,9456018,stocktwits,patents look strong and com,0.9698496460914612
$fmcn,5934720,stocktwits,back under;$;darn those shorts,0.10537227243185043
$cmg,710863854381563900,twitter,unusual call activity,0.9795203804969788
$csco,710541216698335200,twitter,agree to buy,0.8722094297409058
$bdi,32381426,stocktwits,the baltic dry index has only been lower than this 8 days in 30 years,-0.32346782088279724
$nflx,719942280258322400,twitter,had stalled @ 106.44 previously looking to enter near $106.50,0.27539992332458496
$spy,13895720,stocktwits,c'mon bulls buy dips!,0.9601333737373352
$ebay,719607804538044400,twitter,no more buying,0.8228616118431091
$volc,13116484,stocktwits,this stock has a very very very very very high probability of rallying,0.7835366725921631
$gild,709948124849115100,twitter,picked up $calm target 57 and $gild target 115;$; has great upside potential,0.9644630551338196
$vrx,719585827374895100,twitter,sell sell sell short sell these idiots leave em holding the bag going to end up like $vrx worthless bloated pos,-0.32460033893585205
$yhoo,15715060,stocktwits,a breakout above $29.83 would constitute a technical entry for the short term trader,-0.07858747988939285
$qqq,719890047135281200,twitter,red $aapl dragging down $qqq,-0.3017684519290924
$gdx,30403288,stocktwits,strong move today for the junior gold miners;$;keep an eye out for a gap fill,0.979528546333313
$bidu,19639364,stocktwits,china winners,0.9499385356903076
$aapl,7678713,stocktwits,"sorry longs, correction mode",0.9541247487068176
$tsla,711188520115818500,twitter,so i can short,-0.287253737449646
$anth,9564221,stocktwits,more good news coming so i'll hold my thirty large,0.9261003136634827
$plug,25735517,stocktwits,nice to see them turn the corner!,0.8764855861663818
$yhoo,719551384249634800,twitter,crazy how ceo marissa mayer would receive multiple millions of dollars for failing to turn $yhoo around,0.9566679000854492
$mrk,719630671220777000,twitter,drugs and biotech getting perky,0.4087381064891815
$mnst,7867073,stocktwits,failed breakouts & failed setups;$;limping on crutches into next week,0.1244179978966713
$aapl,5576283,stocktwits,i'm still bullish,0.8477476835250854
$aapl,710511181027536900,twitter,hit my short term target of the 100 sma,-0.3188450336456299
$nsm,9298895,stocktwits,next long i'm eyeing is,0.8935160636901855
$spy,26037247,stocktwits,maybe a new buy program,0.8871647119522095
$dvn,711907079296933900,twitter,unusual call buying,0.9779265522956848
$trow,24228488,stocktwits,ascending triangle gives a bullish bias to this chart;$;breakout above 84 will be positive,0.9799846410751343
$spx,719493174167625700,twitter,iraq boosts oil production to record,0.9378904104232788
$dang,719680445550587900,twitter,reasons for caution about chinese stocks,-0.4984775185585022
$hrtx,709779449663721500,twitter,short setups looking nice....really nice,-0.24848181009292603
$anppf,719536774821867500,twitter,buy call!,0.9724834561347961
$aapl,11041345,stocktwits,who the hell would touch this right now?,-0.6157515645027161
$fast,719877375102570500,twitter,misses by $0.01;$;misses on revenue,0.1263444870710373
$aapl,710232349779300400,twitter,$aapl using $googl for cloud,-0.0903002992272377
$amzn,719849703106551800,twitter,pie in the sky,0.9746528267860413
$matw,37516896,stocktwits,today's strong and under the radar stock,0.9744372963905334
$aapl,8108130,stocktwits,i went long and short in the same acct,0.8867942690849304
$sgyp,38428783,stocktwits,synergy pharma soars 67% today on positive phase 3 results,0.937293291091919
$ashr,709777793798656000,twitter,unusual call activity,0.9795203804969788
$amt,6307787,stocktwits,tight pattern here,-0.23906639218330383
$txn,29695868,stocktwits,moved upper bollinger band,0.9792423844337463
$amzn,8412634,stocktwits,breaking,0.8951207995414734
$trip,709398151283793900,twitter,68 calls buying activity,0.9765752553939819
$sina,6495505,stocktwits,could be some technical sellers;$;shorts getting back in the game,0.9601750373840332
$c,710863854381563900,twitter,unusual call activity,0.9795203804969788
$tna,5350721,stocktwits,buying;$;puts tomorrow,0.8692284226417542
$sbux,719881403970818000,twitter,good opportunity to buy,0.9646205306053162
$csx,719862035396169700,twitter,today after the close $csx,0.6057150959968567
$ctrp,719530610193137700,twitter,breaking out,0.8951207995414734
$spy,32430292,stocktwits,seems a very strange market;$;the way oil is controlling the markets,0.9351677298545837
$m,710965451677827100,twitter,top #netpayoutyields,0.968237578868866
$aapl,15804408,stocktwits,any suggestion what puts to buy,0.33376172184944153
$cybx,15526518,stocktwits,anyone know what's up with this big sell off?,-0.41140177845954895
$itf,38895736,stocktwits,3 top japan etfs to surge higher in 2h,0.9784998893737793
$fb,719593062406598700,twitter,closed buy,0.9696927070617676
$vvus,8701834,stocktwits,bear raid in effect,-0.577180802822113
$gmcr,5662488,stocktwits,there is massive short squeeze opportunity here,-0.5535885095596313
$aks,31795627,stocktwits,teel revenue rises 36% on auto sector demand,0.41296815872192383
$cat,6178538,stocktwits,the best stocks for 2012,0.9450156688690186
$yhoo,6202274,stocktwits,board to assess alibaba-softbank proposal further,0.6065575480461121
$sds,7842859,stocktwits,picking up some speed,0.6065575480461121
$cown,39047416,stocktwits,stock is ripping,0.7842615246772766
$acad,20249627,stocktwits,in from 3.61,0.6065575480461121
$wfm,719584100227526700,twitter,whole foods market is slated to open doors on may 25,0.813685417175293
$bbry,33172382,stocktwits,both 1m/6m trends turn bullish today,0.9490567445755005
$aria,11025416,stocktwits,citi even reconfirmed it's 'outperform,0.857393205165863
$xhb,5704419,stocktwits,will homebuilders lead a sustained stock market rally?,0.9747609496116638
$amrn,13560345,stocktwits,full bull call spread ranging,0.9736093878746033
$jnk,6692038,stocktwits,does not want to go down;$;risk appetite still high,0.6228257417678833
$jd,719781150554722300,twitter,peter smedley reiterates jd sports fashion buy,0.8722094297409058
$bhi,12767826,stocktwits,institutions seem to like this class of stocks,0.9579383730888367
$wyn,719559500852662300,twitter,time to embrace dividend growth,0.9590975642204285
$tsla,708898404181475300,twitter,nobody wants an electric car,0.5024722814559937
$kndi,34060864,stocktwits,reak that hod on volume;$;we have a nice consolidation completed for another run,0.975741982460022
$aapl,719549030892744700,twitter,stock climbs as barron's sees 40% upside,0.9368715286254883
$aria,29580219,stocktwits,tock is on its way to high;$;upgrades and more positive news expected,0.974947452545166
$aapl,6206304,stocktwits,,0.6065575480461121
$jblu,708351849796083700,twitter,short squeeze ready to upside w crossing important technical level,0.949383556842804
$nlsn,719900573856829400,twitter,$nlsn launching a marketing cloud,0.21823611855506897
$vrx,710857137585528800,twitter,"addding tsla ss , added small vrx long $tsla $vrx",0.9643889665603638
$life,719536774821867500,twitter,buy call!,0.9724834561347961
$oil,30827588,stocktwits,"with oil prices down further, oil stocks looking less cheap",-0.3126488924026489
$gtat,26733780,stocktwits,who's buying here and why?,0.8228616118431091
$rio,719937548668256300,twitter,s anglo american jumps 9%,0.6065575480461121
$crus,13084809,stocktwits,component supplier $crus falls for no sale.,0.6065575480461121
$amzn,719535506980266000,twitter,nice day rally!,0.9713807702064514
$aapl,10586814,stocktwits,nibbling on a small long;$;buying off 13min charts,0.8944246768951416
$efut,8065304,stocktwits,posted buy pm at $4.40,0.8722094297409058
$yhoo,708385672998989800,twitter,should fire marissa maye,0.6065575480461121
$stx,709420584979927000,twitter,someone is buying big;$;here off the lows,0.7411013245582581
$yelp,18365036,stocktwits,looking good,0.7410110831260681
$sonc,8596164,stocktwits,amazing run since middle of march,0.9319033026695251
$fb,719875775097348100,twitter,to generate $895m in revenue,0.1263444870710373
$srpt,18706410,stocktwits,could be lotto winners,0.9760758876800537
$ilmn,719523999282278400,twitter,piper jeffries raises pt;$;i remain long,0.9720503687858582
$ge,20312961,stocktwits,"i can't understand the logic of shorting this now;$;oh well, it helps the price go up i guess",0.9534222483634949
$t,708399906990329900,twitter,rally friday!;$;#new52weekhighs;$;p over 31%,0.9098409414291382
$chkp,709893877566582800,twitter,abc bullish pattern,0.9383860230445862
$al,13523414,stocktwits,very nice pattern on the $al weekly;$;but that pre earnings action thursday needs to be resolved before,0.3946824371814728
$fti,12767826,stocktwits,institutions seem to like this class of stocks,0.9579383730888367
$siri,719540465188675600,twitter,lucrative e-sports opportunity,0.928485095500946
$v,719612962013634600,twitter,$v has some momentum,0.9637358784675598
$amzn,719533807897047000,twitter,over 225 million new internet users are being added globally every year,0.9791998267173767
$smh,7399381,stocktwits,equity indexes working on a positive engulfing for march,0.9774887561798096
$amgn,719545584995029000,twitter,big year at $amgn,0.41021496057510376
$amzn,710491410789752800,twitter,$amzn dropping ~$7b of market cap;$;because they're losing $400m of $aapl's business,-0.43655329942703247
$grpn,8067736,stocktwits,$grpn having a much better day than $fb,0.6629720330238342
$nflx,36925712,stocktwits,launching in japan in the fall;$;think this will be one of fastest launches of any country to date,0.8093357086181641
$nxpi,719586430243090400,twitter,added to nxpi,0.9625991582870483
$tse,710793306100228100,twitter,"going back in, but slowly",0.24299052357673645
$blue,719515579372077000,twitter,added long at friday close,0.9790001511573792
$wmt,719535506980266000,twitter,nice day rally!,0.9713807702064514
$xlp,13132243,stocktwits,seriously nothing says strong growth like;$;well played,0.9773502349853516
$spy,7853493,stocktwits,fast 56pc dive,-0.4450109899044037
$gdx,32370562,stocktwits,,0.6065575480461121
$lamr,16084152,stocktwits,active puts,-0.3207993805408478
$eca,19034611,stocktwits,i wanted to get in this morning but missed it!,0.756889820098877
$kcg,10561783,stocktwits,bot at 2.24,0.9521881937980652
$oksb,12134471,stocktwits,clearing new 52-week high from a good base,0.922573983669281
$nflx,18526288,stocktwits,short term consolidation then movement higher,0.5542173385620117
$hcp,34332530,stocktwits,come to the party and buy this;$;gonna give solid gains and a dividend,0.9759191274642944
$fb,719523139730993200,twitter,$fb still a dog going much lower this week,0.20107954740524292
$tsla,719528176096030700,twitter,$kndi china electric car maker. china car sales +7.8%.,0.545759379863739
$wprt,10892920,stocktwits,holy green day batman;$;luv it when a plan comes together,0.9706702828407288
$gld,8205873,stocktwits,went from 26 to 66,0.6065575480461121
$jcp,16915153,stocktwits,remember she can squeeze as market di,-0.42737096548080444
$away,8784472,stocktwits,needs to make a solid break thru current resistance,0.5790406465530396
$baxs,21778536,stocktwits,sometimes i question why i bother in sub $5.00 stocks;$;retail is so short sighted,-0.287253737449646
$dia,15249839,stocktwits,rsi lowest level since october 2012,0.739962637424469
$atvi,719905644648632300,twitter,announces record #esports viewership,0.9096193909645081
$nue,37312789,stocktwits,huge buy in all these names,0.9686397910118103
$googl,719602897479168000,twitter,decent handle;$;pretty tight for a month now,-0.23906639218330383
$gild,32199482,stocktwits,sandbagged the guidance;$;was cautiously optimistic,0.6065575480461121
$fb,719486879842902000,twitter,$fb has 20 times the advertisers of $twtr,0.06150359287858009
$aria,20276674,stocktwits,they are all poised to breakout.,0.9697851538658142
$infi,719903541167464400,twitter,,0.6065575480461121
$sdrl,710115038011465700,twitter,$sdrl 3.69 long,0.9720503687858582
$sox,19869247,stocktwits,closed friday with the rs line in new highs,0.9799087047576904
$ugaz,31015066,stocktwits,gonna start shorting every 10%,0.7620249390602112
$qqq,13279906,stocktwits,large cap tech is finally trying to catch up with the rest of the market,0.9548908472061157
$alxa,13451840,stocktwits,needs a rush of buyers;$;i like it tho,-0.5317157506942749
$juno,719669537201725400,twitter,$juno got some good news today,0.8643778562545776
$esrx,719915781719347200,twitter,has room to go,0.6975034475326538
$etrm,39047584,stocktwits,dilution don't scare me!!!,0.8709290027618408
$clf,35950566,stocktwits,bumped up against resistance 3 times on 5min,0.9431066513061523
$nugt,719493174167625700,twitter,iraq boosts oil production to record,0.9378904104232788
$nvdq,15530874,stocktwits,watch for momentum above,0.9766809940338135
$tsla,20795798,stocktwits,a 600% yearly return is not an ordinary occurrence,0.6065575480461121
$tsla,719672950044106800,twitter,it's gonna short $tsla at tomorrow's opening,-0.6122703552246094
$athx,33674145,stocktwits,sign of a healthy advancing stock that stays above 20dma,0.7842615246772766
$spy,5887305,stocktwits,down big would be awesome,-0.16950605809688568
$isrg,709019023921561600,twitter,n a great financial position,0.9666224122047424
$rnn,21805951,stocktwits,it should start going up slowly from now on,0.5613188743591309
$icpt,719652260322476000,twitter,today's losers,-0.40458327531814575
$t,5509901,stocktwits,breakout long;$;through the 100 and 200 ma;$;see it run,0.9780429005622864
$px,37476848,stocktwits,may have a lower entry point,0.7636569142341614
$rad,25145744,stocktwits,all my charts are flashing oversold.,0.9535956978797913
$tspt,5959915,stocktwits,long,0.9720503687858582
$mdlz,710554129844797400,twitter,trims its stake,0.6065575480461121
$jkhy,708381020765052900,twitter,up +13.26%,0.6065575480461121
$fb,719564967972765700,twitter,,0.6065575480461121
$orcl,710496429974888400,twitter,5 best analyst rated stocks,0.9755640625953674
$aapl,719908259893616600,twitter,will still go down on lack of new products,0.7292838096618652
$jazz,18405590,stocktwits,i think $jazz has plenty of room to run and lots of momentum to continue pushing it to new highs,0.9795161485671997
$astx,9369557,stocktwits,dump it for minor loss,0.6065575480461121
$wll,23526008,stocktwits,lots of nice setups in energy ;$;liking whiting more each day $crzo too,0.9685397744178772
$spy,709439542089158700,twitter,lets burn!,0.8207874894142151
$twtr,25160682,stocktwits,beat;$;up ah,0.6065575480461121
$sina,6929823,stocktwits,every time it jumps back in range,0.4782768189907074
$aapl,711987709972127700,twitter,otherwise long,0.9720503687858582
$prgn,28703227,stocktwits,a bottom right here?,-0.534256100654602
$et,11107935,stocktwits,accumulating,0.6065575480461121
$chtr,710110155216584700,twitter,,0.6065575480461121
$aapl,32648097,stocktwits,elon muskãƒâ¢ã¢â€šâ¬ã¢â€žâ¢s comparision of $tsla with $aapl doesnãƒâ¢ã¢â€šâ¬ã¢â€žâ¢t go well,0.0014743829378858209
$outr,709731726726193200,twitter,the most trending,0.9514548778533936
$ebay,719611920110776300,twitter,anyone else see an issue with this. no wonder $ebay stock sucks,0.6457749605178833
$goog,710863854381563900,twitter,unusual call activity,0.9795203804969788
$rden,21856695,stocktwits,"green, lol... make-up to cover ugliness",0.9686238169670105
$asps,709834259687710700,twitter,biggest market losers,-0.5613110661506653
$clf,710863854381563900,twitter,unusual call activity,0.9795203804969788
$ppc,32427089,stocktwits,quality stocks with high cash returns,0.9743155241012573
$hts,719517217247735800,twitter,in play longs,0.9507338404655457
$vrx,709834259687710700,twitter,biggest market losers,-0.5613110661506653
$bamxy,719756644968763400,twitter,bmw takes a leap ahead of tesla,0.6870954036712646
$spy,8504139,stocktwits,short interest increases yet again,-0.3639839291572571
$nflx,719501877843349500,twitter,netflix raising prices for 17m subscribers by $2.,0.8905118107795715
$scty,14024460,stocktwits,covered up last of it,0.8848994374275208
$hd,710143603524427800,twitter,looking for a sharp move up in equities,0.6396809220314026
$regn,719549796994814000,twitter,out of $amgn one year later;$;i'm tired of waiting here,0.015558585524559021
$tea,10573348,stocktwits,cash & cheap financing is fueling a wave of acquisitions,0.7576671838760376
$jnpr,719623868495728600,twitter,juniper tumbles on q1 warning,-0.13665243983268738
$aapl,25969840,stocktwits,probably hit a near term high;$;momentum slowing after a huge run,0.35040444135665894
$tnet,711745824884187100,twitter,,0.6065575480461121
$wx,39050045,stocktwits,decent pull back,0.4595656096935272
$googl,719901932169527300,twitter,"google, baidu,tesla on fast track to create 'robot cars'",0.27896326780319214
$fro,30919823,stocktwits,cheaper oil will introduce more shipment and higher tanker rates.,0.9735317826271057
$wynn,9756290,stocktwits,aint bad iether,0.0586988665163517
$amzn,709803667948318700,twitter,$amzn up 5 points from yesterday's trade entry and alert,0.6827095746994019
$amba,38625785,stocktwits,what's behind this drop?,-0.17159558832645416
$ebay,16669526,stocktwits,pure garbage stock,0.7842615246772766
$smh,719581208120844300,twitter,whole semiconductor space looks interesting,0.9508446455001831
$fb,719528734299197400,twitter,"sells 109,000 shares of facebook",0.963261604309082
$orcl,719599233280512000,twitter,trails $msft $orcl $goog $crm $adbe,0.9636715650558472
$v,719582524142403600,twitter,short,-0.287253737449646
$fb,719880627412148200,twitter,how about a stock split?,0.7842615246772766
$fb,709418142645137400,twitter,calls for nice gains;$;still holding;$;week made in a morning,0.9765579700469971
$goog,719585625859428400,twitter,efficient but boring.,0.6065575480461121
$amzn,16080172,stocktwits,buy point has changed to 319 from 318,0.9710118770599365
$ibio,35904055,stocktwits,ibio seems to be gaining big money;$;shorts will be hurting,-0.300735205411911
$tsla,719572200051880000,twitter,i'm a buyer,-0.03225693479180336
$ua,719599977480253400,twitter,stocks higher in afternoon trade,0.9531703591346741
$aapl,709439542089158700,twitter,lets burn!,0.8207874894142151
$aapl,31099441,stocktwits,now i'm glad i got stopped out,0.3588584363460541
$bbry,24462309,stocktwits,so far good $bbry did not break;$;coz i was told that is key support level,0.8168172836303711
$qlys,34407013,stocktwits,all out for now,0.6065575480461121
$scty,710127113127530500,twitter,covered call,0.9785524606704712
$ugaz,32476166,stocktwits,i sold half of my $ugaz long here,0.8803091049194336
$bidu,12108658,stocktwits,over 100% upside left from here in next 6 mnths,0.8467337489128113
$hk,10310716,stocktwits,it's been a sinking ship,0.6065575480461121
$symc,709749425208320000,twitter,jan-18 6 put with a big print,0.1657576858997345
$clwr,12248515,stocktwits,longs,0.9541247487068176
$yelp,22695238,stocktwits,future profits will be huge,0.6065575480461121
$ocn,31710623,stocktwits,major pump and dump coming this week,0.9635097980499268
$pkt,6006891,stocktwits,biggest st50 gainers,0.9446508288383484
$ugaz,30632010,stocktwits,wait a little longer before re-entering,0.9481973052024841
$gld,17792845,stocktwits,possible double bottom set up,0.9635966420173645
$tza,12105568,stocktwits,short week next week,0.7732619643211365
$ige,719939196627116000,twitter,breaking 52 week highs timing looks great now,0.9790159463882446
$jpm,719599977480253400,twitter,higher in afternoon trade;$;buy point,0.9692632555961609
$mgm,708351849796083700,twitter,short squeeze ready to upside w crossing important technical level,0.949383556842804
$aapl,5960438,stocktwits,buy area now,0.8722094297409058
$intc,719762401156034600,twitter,begin the assault on intel,0.6065575480461121
$yhoo,719585607215808500,twitter,today i bought more,0.9504947662353516
$aapl,719691311943536600,twitter,analysts conjuring up metrics to bring it down and boost their short positions.,-0.422689825296402
$cmcsa,708433303922204700,twitter,surges on deal,0.9574819803237915
$stx,13461331,stocktwits,if i had to pick one it would be,-0.4193771779537201
$isis,34779026,stocktwits,this will be a rough climb to the top;$;many traders and bag holders looking to get out,0.4417363107204437
$aa,719599977480253400,twitter,stocks higher in afternoon trade,0.9531703591346741
$isr,24061441,stocktwits,bullish pennant/symmetrical triangle b/o in progress;$;long from $2.66,0.975829541683197
$tsla,711377964647129100,twitter,not sure we can see too much $tsla up side thus week,0.9367400407791138
$pcln,12824244,stocktwits,no one believes in flyin' anymore,-0.4005679488182068
$tna,23774048,stocktwits,in 73.24,0.6065575480461121
$amzn,5542818,stocktwits,i am not optimistic;$;fundementals and charts look like poopoo this quarter.,0.4357549548149109
